Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
22/03/2025,Embassament de Sant Ponç (Clariana de Cardener),523.86,67.9,16.55
22/03/2025,Embassament de la Llosa del Cavall (Navès),787.25,46.8,37.46
22/03/2025,Embassament de Siurana (Cornudella de Montsant),465.08,18.3,2.23
22/03/2025,Embassament de Riudecanyes,209.92,40.8,2.17
22/03/2025,Embassament de Foix (Castellet i la Gornal),100.56,101.2,3.78
22/03/2025,Embassament de Sau (Vilanova de Sau),407.15,48.6,80.35
22/03/2025,Embassament de la Baells (Cercs),626.66,89.3,97.69
22/03/2025,Embassament de Darnius Boadella (Darnius),149.24,53.7,32.83
21/03/2025,Embassament de la Llosa del Cavall (Navès),786.55,45.4,36.34
21/03/2025,Embassament de Darnius Boadella (Darnius),147.96,48.8,29.81
21/03/2025,Embassament de Susqueda (Osor),320.94,42.5,99.12
21/03/2025,Embassament de Sau (Vilanova de Sau),405.53,45.0,74.40
21/03/2025,Embassament de Siurana (Cornudella de Montsant),464.50,17.1,2.09
21/03/2025,Embassament de Riudecanyes,209.48,38.8,2.06
21/03/2025,Embassament de la Baells (Cercs),625.33,85.2,93.22
21/03/2025,Embassament de Sant Ponç (Clariana de Cardener),523.53,66.4,16.19
21/03/2025,Embassament de Foix (Castellet i la Gornal),100.55,101.0,3.78
20/03/2025,Embassament de la Baells (Cercs),624.32,82.2,89.92
20/03/2025,Embassament de Riudecanyes,209.10,37.2,1.98
20/03/2025,Embassament de Sau (Vilanova de Sau),404.21,42.2,69.72
20/03/2025,Embassament de Sant Ponç (Clariana de Cardener),523.32,65.5,15.96
20/03/2025,Embassament de Susqueda (Osor),320.65,42.1,98.21
20/03/2025,Embassament de Foix (Castellet i la Gornal),100.54,100.9,3.77
20/03/2025,Embassament de Darnius Boadella (Darnius),146.64,44.0,26.89
20/03/2025,Embassament de la Llosa del Cavall (Navès),786.07,44.5,35.60
20/03/2025,Embassament de Siurana (Cornudella de Montsant),464.05,16.2,1.98
19/03/2025,Embassament de Susqueda (Osor),320.30,41.7,97.15
19/03/2025,Embassament de Riudecanyes,208.79,35.9,1.91
19/03/2025,Embassament de la Llosa del Cavall (Navès),785.67,43.7,34.98
19/03/2025,Embassament de Siurana (Cornudella de Montsant),463.63,15.4,1.88
19/03/2025,Embassament de la Baells (Cercs),623.22,79.0,86.45
19/03/2025,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
19/03/2025,Embassament de Darnius Boadella (Darnius),144.91,38.3,23.39
19/03/2025,Embassament de Sant Ponç (Clariana de Cardener),523.15,64.7,15.78
19/03/2025,Embassament de Sau (Vilanova de Sau),403.03,39.8,65.70
18/03/2025,Embassament de Sau (Vilanova de Sau),402.31,38.3,63.32
18/03/2025,Embassament de la Baells (Cercs),622.77,77.7,85.05
18/03/2025,Embassament de Susqueda (Osor),320.27,41.7,97.07
18/03/2025,Embassament de Foix (Castellet i la Gornal),100.53,100.6,3.76
18/03/2025,Embassament de Sant Ponç (Clariana de Cardener),523.00,64.0,15.62
18/03/2025,Embassament de Darnius Boadella (Darnius),144.45,36.9,22.52
18/03/2025,Embassament de la Llosa del Cavall (Navès),785.39,43.2,34.55
18/03/2025,Embassament de Siurana (Cornudella de Montsant),463.41,15.0,1.83
18/03/2025,Embassament de Riudecanyes,208.60,35.2,1.87
17/03/2025,Embassament de Riudecanyes,208.40,34.4,1.83
17/03/2025,Embassament de Sau (Vilanova de Sau),401.56,36.8,60.89
17/03/2025,Embassament de Foix (Castellet i la Gornal),100.53,100.8,3.77
17/03/2025,Embassament de Siurana (Cornudella de Montsant),463.18,14.6,1.78
17/03/2025,Embassament de Susqueda (Osor),320.28,41.7,97.09
17/03/2025,Embassament de la Llosa del Cavall (Navès),785.13,42.7,34.16
17/03/2025,Embassament de Sant Ponç (Clariana de Cardener),522.86,63.4,15.46
17/03/2025,Embassament de Darnius Boadella (Darnius),144.31,36.4,22.26
17/03/2025,Embassament de la Baells (Cercs),622.45,76.8,84.05
16/03/2025,Embassament de Riudecanyes,208.13,33.4,1.78
16/03/2025,Embassament de Sau (Vilanova de Sau),400.68,35.2,58.13
16/03/2025,Embassament de Siurana (Cornudella de Montsant),462.88,14.0,1.71
16/03/2025,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
16/03/2025,Embassament de la Llosa del Cavall (Navès),784.83,42.1,33.72
16/03/2025,Embassament de Sant Ponç (Clariana de Cardener),522.69,62.7,15.28
16/03/2025,Embassament de la Baells (Cercs),622.08,75.8,82.92
16/03/2025,Embassament de Susqueda (Osor),320.27,41.7,97.06
16/03/2025,Embassament de Darnius Boadella (Darnius),144.17,36.0,22.00
15/03/2025,Embassament de la Llosa del Cavall (Navès),784.47,41.5,33.19
15/03/2025,Embassament de Darnius Boadella (Darnius),144.02,35.6,21.73
15/03/2025,Embassament de Riudecanyes,207.73,31.9,1.70
15/03/2025,Embassament de Sant Ponç (Clariana de Cardener),522.48,61.8,15.06
15/03/2025,Embassament de la Baells (Cercs),621.61,74.5,81.52
15/03/2025,Embassament de Foix (Castellet i la Gornal),100.54,100.9,3.77
15/03/2025,Embassament de Sau (Vilanova de Sau),399.66,33.3,55.00
15/03/2025,Embassament de Susqueda (Osor),320.22,41.6,96.90
15/03/2025,Embassament de Siurana (Cornudella de Montsant),462.48,13.3,1.63
14/03/2025,Embassament de Foix (Castellet i la Gornal),100.51,100.2,3.75
14/03/2025,Embassament de Susqueda (Osor),320.15,41.5,96.68
14/03/2025,Embassament de Sant Ponç (Clariana de Cardener),522.25,60.8,14.82
14/03/2025,Embassament de Sau (Vilanova de Sau),398.51,31.2,51.59
14/03/2025,Embassament de la Baells (Cercs),621.07,73.0,79.90
14/03/2025,Embassament de Darnius Boadella (Darnius),143.81,35.0,21.36
14/03/2025,Embassament de Siurana (Cornudella de Montsant),461.83,12.2,1.49
14/03/2025,Embassament de la Llosa del Cavall (Navès),784.05,40.7,32.57
14/03/2025,Embassament de Riudecanyes,207.04,29.4,1.56
13/03/2025,Embassament de Sant Ponç (Clariana de Cardener),522.09,60.1,14.65
13/03/2025,Embassament de la Llosa del Cavall (Navès),783.71,40.1,32.08
13/03/2025,Embassament de Sau (Vilanova de Sau),397.50,29.5,48.69
13/03/2025,Embassament de Susqueda (Osor),320.15,41.5,96.68
13/03/2025,Embassament de Siurana (Cornudella de Montsant),461.12,11.1,1.35
13/03/2025,Embassament de Foix (Castellet i la Gornal),100.45,99.2,3.71
13/03/2025,Embassament de la Baells (Cercs),620.62,71.8,78.59
13/03/2025,Embassament de Darnius Boadella (Darnius),143.49,34.0,20.80
13/03/2025,Embassament de Riudecanyes,206.34,27.0,1.43
12/03/2025,Embassament de Siurana (Cornudella de Montsant),460.93,10.8,1.32
12/03/2025,Embassament de Sau (Vilanova de Sau),396.46,27.7,45.85
12/03/2025,Embassament de Susqueda (Osor),320.15,41.5,96.67
12/03/2025,Embassament de Darnius Boadella (Darnius),143.05,32.8,20.05
12/03/2025,Embassament de la Llosa del Cavall (Navès),783.39,39.5,31.63
12/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.97,59.6,14.53
12/03/2025,Embassament de Riudecanyes,206.23,26.6,1.41
12/03/2025,Embassament de Foix (Castellet i la Gornal),100.45,99.1,3.71
12/03/2025,Embassament de la Baells (Cercs),620.17,70.6,77.29
11/03/2025,Embassament de Foix (Castellet i la Gornal),100.44,99.1,3.71
11/03/2025,Embassament de Darnius Boadella (Darnius),142.78,32.1,19.60
11/03/2025,Embassament de la Llosa del Cavall (Navès),782.98,38.8,31.07
11/03/2025,Embassament de la Baells (Cercs),619.60,69.1,75.65
11/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.82,59.0,14.38
11/03/2025,Embassament de Riudecanyes,206.09,26.1,1.39
11/03/2025,Embassament de Susqueda (Osor),320.26,41.6,97.01
11/03/2025,Embassament de Siurana (Cornudella de Montsant),460.74,10.5,1.28
11/03/2025,Embassament de Sau (Vilanova de Sau),395.14,25.7,42.42
10/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.64,58.2,14.19
10/03/2025,Embassament de la Baells (Cercs),618.70,66.8,73.10
10/03/2025,Embassament de Darnius Boadella (Darnius),142.30,30.8,18.81
10/03/2025,Embassament de Sau (Vilanova de Sau),392.94,22.4,37.06
10/03/2025,Embassament de Susqueda (Osor),320.40,41.8,97.47
10/03/2025,Embassament de Foix (Castellet i la Gornal),100.42,98.7,3.69
10/03/2025,Embassament de Riudecanyes,205.93,25.6,1.36
10/03/2025,Embassament de Siurana (Cornudella de Montsant),460.55,10.2,1.25
10/03/2025,Embassament de la Llosa del Cavall (Navès),782.42,37.9,30.29
09/03/2025,Embassament de la Llosa del Cavall (Navès),781.21,35.9,28.69
09/03/2025,Embassament de Sau (Vilanova de Sau),386.61,14.3,23.60
09/03/2025,Embassament de Susqueda (Osor),319.69,40.9,95.30
09/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.40,57.2,13.95
09/03/2025,Embassament de Foix (Castellet i la Gornal),100.29,96.4,3.60
09/03/2025,Embassament de Darnius Boadella (Darnius),140.26,25.9,15.80
09/03/2025,Embassament de la Baells (Cercs),616.35,61.0,66.80
09/03/2025,Embassament de Siurana (Cornudella de Montsant),460.19,9.7,1.18
09/03/2025,Embassament de Riudecanyes,205.62,24.6,1.31
08/03/2025,Embassament de Susqueda (Osor),318.02,38.8,90.37
08/03/2025,Embassament de la Baells (Cercs),613.74,55.0,60.15
08/03/2025,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.48
08/03/2025,Embassament de Riudecanyes,205.47,24.1,1.28
08/03/2025,Embassament de Siurana (Cornudella de Montsant),459.93,9.3,1.14
08/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.25,56.6,13.80
08/03/2025,Embassament de Darnius Boadella (Darnius),136.63,18.3,11.16
08/03/2025,Embassament de Sau (Vilanova de Sau),381.33,8.4,13.93
08/03/2025,Embassament de la Llosa del Cavall (Navès),780.26,34.3,27.48
07/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.22,56.5,13.77
07/03/2025,Embassament de Susqueda (Osor),317.59,38.2,89.09
07/03/2025,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
07/03/2025,Embassament de Sau (Vilanova de Sau),380.52,7.6,12.63
07/03/2025,Embassament de Siurana (Cornudella de Montsant),459.91,9.3,1.14
07/03/2025,Embassament de la Llosa del Cavall (Navès),780.16,34.2,27.35
07/03/2025,Embassament de la Baells (Cercs),613.30,54.0,59.08
07/03/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
07/03/2025,Embassament de Riudecanyes,205.46,24.1,1.28
06/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.20,56.4,13.75
06/03/2025,Embassament de Foix (Castellet i la Gornal),100.01,91.7,3.43
06/03/2025,Embassament de Siurana (Cornudella de Montsant),459.91,9.3,1.14
06/03/2025,Embassament de Riudecanyes,205.45,24.0,1.28
06/03/2025,Embassament de Susqueda (Osor),317.61,38.3,89.16
06/03/2025,Embassament de la Baells (Cercs),613.28,53.9,59.03
06/03/2025,Embassament de Darnius Boadella (Darnius),135.79,16.7,10.22
06/03/2025,Embassament de Sau (Vilanova de Sau),380.28,7.4,12.27
06/03/2025,Embassament de la Llosa del Cavall (Navès),780.10,34.1,27.28
05/03/2025,Embassament de Riudecanyes,205.44,24.0,1.28
05/03/2025,Embassament de Foix (Castellet i la Gornal),100.02,91.8,3.43
05/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.18,56.3,13.73
05/03/2025,Embassament de Darnius Boadella (Darnius),135.79,16.7,10.23
05/03/2025,Embassament de Sau (Vilanova de Sau),380.02,7.2,11.86
05/03/2025,Embassament de la Baells (Cercs),613.27,53.9,58.99
05/03/2025,Embassament de Siurana (Cornudella de Montsant),459.91,9.3,1.14
05/03/2025,Embassament de Susqueda (Osor),317.67,38.3,89.32
05/03/2025,Embassament de la Llosa del Cavall (Navès),780.04,34.0,27.21
04/03/2025,Embassament de Sau (Vilanova de Sau),379.78,7.0,11.49
04/03/2025,Embassament de la Llosa del Cavall (Navès),779.97,33.9,27.12
04/03/2025,Embassament de Foix (Castellet i la Gornal),100.05,92.2,3.45
04/03/2025,Embassament de Susqueda (Osor),317.69,38.4,89.37
04/03/2025,Embassament de Siurana (Cornudella de Montsant),459.92,9.3,1.14
04/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.15,56.2,13.70
04/03/2025,Embassament de Riudecanyes,205.44,24.0,1.28
04/03/2025,Embassament de la Baells (Cercs),613.26,53.9,58.97
04/03/2025,Embassament de Darnius Boadella (Darnius),135.79,16.7,10.23
03/03/2025,Embassament de Siurana (Cornudella de Montsant),459.93,9.3,1.14
03/03/2025,Embassament de la Llosa del Cavall (Navès),779.88,33.8,27.00
03/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.10,56.0,13.65
03/03/2025,Embassament de Sau (Vilanova de Sau),379.53,6.7,11.13
03/03/2025,Embassament de Foix (Castellet i la Gornal),100.07,92.6,3.46
03/03/2025,Embassament de Darnius Boadella (Darnius),135.79,16.7,10.23
03/03/2025,Embassament de Riudecanyes,205.44,24.0,1.28
03/03/2025,Embassament de la Baells (Cercs),613.26,53.9,58.97
03/03/2025,Embassament de Susqueda (Osor),317.69,38.4,89.39
02/03/2025,Embassament de Siurana (Cornudella de Montsant),459.93,9.3,1.14
02/03/2025,Embassament de Foix (Castellet i la Gornal),100.08,92.7,3.47
02/03/2025,Embassament de Darnius Boadella (Darnius),135.79,16.7,10.23
02/03/2025,Embassament de Susqueda (Osor),317.76,38.5,89.60
02/03/2025,Embassament de la Llosa del Cavall (Navès),779.76,33.6,26.86
02/03/2025,Embassament de Riudecanyes,205.43,24.0,1.28
02/03/2025,Embassament de Sant Ponç (Clariana de Cardener),521.03,55.7,13.59
02/03/2025,Embassament de la Baells (Cercs),613.27,53.9,58.99
02/03/2025,Embassament de Sau (Vilanova de Sau),379.40,6.6,10.93
01/03/2025,Embassament de la Baells (Cercs),613.29,54.0,59.04
01/03/2025,Embassament de Riudecanyes,205.43,24.0,1.28
01/03/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
01/03/2025,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
01/03/2025,Embassament de Sau (Vilanova de Sau),379.24,6.5,10.69
01/03/2025,Embassament de Susqueda (Osor),317.85,38.6,89.83
01/03/2025,Embassament de Sant Ponç (Clariana de Cardener),520.98,55.5,13.53
01/03/2025,Embassament de la Llosa del Cavall (Navès),779.64,33.4,26.71
01/03/2025,Embassament de Siurana (Cornudella de Montsant),459.94,9.3,1.14
28/02/2025,Embassament de Sau (Vilanova de Sau),379.09,6.3,10.48
28/02/2025,Embassament de la Baells (Cercs),613.32,54.0,59.12
28/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.97,55.5,13.52
28/02/2025,Embassament de la Llosa del Cavall (Navès),779.61,33.3,26.67
28/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
28/02/2025,Embassament de Siurana (Cornudella de Montsant),459.95,9.3,1.14
28/02/2025,Embassament de Riudecanyes,205.42,24.0,1.28
28/02/2025,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.47
28/02/2025,Embassament de Susqueda (Osor),317.92,38.6,90.04
27/02/2025,Embassament de Siurana (Cornudella de Montsant),459.95,9.4,1.14
27/02/2025,Embassament de Susqueda (Osor),318.01,38.8,90.30
27/02/2025,Embassament de Sau (Vilanova de Sau),378.97,6.2,10.29
27/02/2025,Embassament de la Llosa del Cavall (Navès),779.61,33.3,26.67
27/02/2025,Embassament de Riudecanyes,205.42,24.0,1.27
27/02/2025,Embassament de la Baells (Cercs),613.36,54.1,59.20
27/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
27/02/2025,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.47
27/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.97,55.5,13.52
26/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.96,55.4,13.51
26/02/2025,Embassament de Foix (Castellet i la Gornal),100.09,93.0,3.48
26/02/2025,Embassament de la Llosa del Cavall (Navès),779.60,33.3,26.67
26/02/2025,Embassament de Riudecanyes,205.42,24.0,1.27
26/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
26/02/2025,Embassament de Siurana (Cornudella de Montsant),459.96,9.4,1.14
26/02/2025,Embassament de Susqueda (Osor),318.09,38.9,90.53
26/02/2025,Embassament de la Baells (Cercs),613.39,54.2,59.28
26/02/2025,Embassament de Sau (Vilanova de Sau),378.80,6.1,10.05
25/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
25/02/2025,Embassament de la Llosa del Cavall (Navès),779.59,33.3,26.65
25/02/2025,Embassament de la Baells (Cercs),613.42,54.3,59.37
25/02/2025,Embassament de Sau (Vilanova de Sau),378.60,5.9,9.77
25/02/2025,Embassament de Riudecanyes,205.42,24.0,1.27
25/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.94,55.4,13.50
25/02/2025,Embassament de Susqueda (Osor),318.17,39.0,90.78
25/02/2025,Embassament de Siurana (Cornudella de Montsant),459.97,9.4,1.15
25/02/2025,Embassament de Foix (Castellet i la Gornal),100.10,93.1,3.48
24/02/2025,Embassament de Riudecanyes,205.42,24.0,1.27
24/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
24/02/2025,Embassament de la Baells (Cercs),613.45,54.3,59.43
24/02/2025,Embassament de Susqueda (Osor),318.26,39.1,91.03
24/02/2025,Embassament de Siurana (Cornudella de Montsant),459.98,9.4,1.15
24/02/2025,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
24/02/2025,Embassament de Sau (Vilanova de Sau),378.46,5.8,9.56
24/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.92,55.3,13.48
24/02/2025,Embassament de la Llosa del Cavall (Navès),779.58,33.3,26.64
23/02/2025,Embassament de la Llosa del Cavall (Navès),779.56,33.3,26.61
23/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.89,55.1,13.44
23/02/2025,Embassament de Susqueda (Osor),318.33,39.2,91.25
23/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
23/02/2025,Embassament de la Baells (Cercs),613.49,54.4,59.52
23/02/2025,Embassament de Siurana (Cornudella de Montsant),459.98,9.4,1.15
23/02/2025,Embassament de Sau (Vilanova de Sau),378.31,5.7,9.35
23/02/2025,Embassament de Riudecanyes,205.42,23.9,1.27
23/02/2025,Embassament de Foix (Castellet i la Gornal),100.11,93.3,3.49
22/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.82,54.9,13.38
22/02/2025,Embassament de Sau (Vilanova de Sau),378.14,5.5,9.11
22/02/2025,Embassament de la Llosa del Cavall (Navès),779.52,33.2,26.57
22/02/2025,Embassament de Siurana (Cornudella de Montsant),459.99,9.4,1.15
22/02/2025,Embassament de Riudecanyes,205.41,23.9,1.27
22/02/2025,Embassament de Foix (Castellet i la Gornal),100.03,92.0,3.44
22/02/2025,Embassament de la Baells (Cercs),613.52,54.5,59.59
22/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
22/02/2025,Embassament de Susqueda (Osor),318.40,39.2,91.44
21/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.82,54.9,13.38
21/02/2025,Embassament de Sau (Vilanova de Sau),378.07,5.4,9.01
21/02/2025,Embassament de Susqueda (Osor),318.49,39.4,91.71
21/02/2025,Embassament de Riudecanyes,205.40,23.9,1.27
21/02/2025,Embassament de Foix (Castellet i la Gornal),100.02,91.7,3.43
21/02/2025,Embassament de Siurana (Cornudella de Montsant),459.99,9.4,1.15
21/02/2025,Embassament de la Baells (Cercs),613.55,54.5,59.66
21/02/2025,Embassament de Darnius Boadella (Darnius),135.80,16.8,10.24
21/02/2025,Embassament de la Llosa del Cavall (Navès),779.51,33.2,26.56
20/02/2025,Embassament de Sau (Vilanova de Sau),378.05,5.4,8.99
20/02/2025,Embassament de Susqueda (Osor),318.57,39.5,91.95
20/02/2025,Embassament de la Baells (Cercs),613.58,54.6,59.74
20/02/2025,Embassament de Foix (Castellet i la Gornal),100.02,91.7,3.43
20/02/2025,Embassament de Riudecanyes,205.40,23.9,1.27
20/02/2025,Embassament de la Llosa del Cavall (Navès),779.52,33.2,26.57
20/02/2025,Embassament de Darnius Boadella (Darnius),135.83,16.8,10.27
20/02/2025,Embassament de Siurana (Cornudella de Montsant),460.00,9.4,1.15
20/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.82,54.9,13.38
19/02/2025,Embassament de Foix (Castellet i la Gornal),100.02,91.8,3.43
19/02/2025,Embassament de Siurana (Cornudella de Montsant),460.00,9.4,1.15
19/02/2025,Embassament de la Baells (Cercs),613.61,54.7,59.82
19/02/2025,Embassament de Darnius Boadella (Darnius),135.83,16.8,10.27
19/02/2025,Embassament de Riudecanyes,205.40,23.9,1.27
19/02/2025,Embassament de Sant Ponç (Clariana de Cardener),520.83,54.9,13.39
19/02/2025,Embassament de Sau (Vilanova de Sau),378.04,5.4,8.96
19/02/2025,Embassament de la Llosa del Cavall (Navès),779.53,33.2,26.58
19/02/2025,Embassament de Susqueda (Osor),318.60,39.5,92.04
18/02/2025,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
